{-0.1092813556797756,	-0.28341133921639106},
{43.45467100983704,	-36.744937361876055},
{40.264235262663334,	-31.676603047429836},
{41.94090630224549,	-36.06644503512794},
{41.6030969440809,	-30.509380793578618},
{38.1604485460128,	-35.45589268690915},
{41.174067320863855,	-30.417829024029075},
{39.88010213165537,	-34.01805276767764},
{45.023725170698214,	-31.335267316339163},
{37.92148752988337,	-33.60737925928554},
{43.27511202953507,	-38.46753545190218},
{39.44104935796915,	-35.33181323988391},
{38.79309339155191,	-31.53051830527315},
{36.95892903267308,	-36.4071771439135},
{39.99041262493405,	-38.286203070000894},
{40.501601759345725,	-38.08735800890222},
{35.2134211315749,	-34.451554581531255},
{35.05846333926883,	-38.39454295300591},
{36.964570152799645,	-41.1301045173996},
{38.80420372092479,	-39.295539688743055},
{39.318500225957905,	-39.73525605486653},
{38.60205929646798,	-37.77765804708477},
{40.79410231700081,	-38.61946073939526},
{37.618218496363454,	-35.27895308167235},
{38.06639706011035,	-40.837238734601925},
{38.446409831280114,	-42.279946559365335},
{35.65788656114083,	-36.634607371211466},
{39.468471901793436,	-38.108352480278796},
{37.0287973230436,	-40.24972990479328},
{37.111557848252986,	-33.380686307641085},
{37.01273557728892,	-37.23344549375833},
{32.80546982829943,	-32.61241024667956},
{37.054635067414736,	-37.90180134962995},
{31.03763678899339,	-35.95443511215569},
{37.46770772063744,	-33.97963886933728},
{37.47680424445314,	-37.975415004382924},
{38.087003806398045,	-37.484904633037566},
{37.47134941235441,	-37.79343507422001},
{34.88596445379191,	-36.611609618382516},
{37.07531723281277,	-30.824828243319402},
{34.14589506920726,	-33.012578900223644},
{40.70590366508396,	-33.19910563247379},
{38.987886892038816,	-33.346257847782496},
{35.54443541560126,	-34.91768764588431},
{40.574893666710395,	-31.247088695184416},
{41.915431624902524,	-31.76160111949773},
{38.98144840702791,	-29.776681527598825},
{41.91245018951576,	-35.77364879348058},
{39.53190305390575,	-31.845351215142568},
{41.565978291941484,	-28.700096820974387},
{37.811372138501945,	-29.13647251142884},
{39.95948676249116,	-27.62302686457871},
{39.01458402958737,	-32.9099713552476},
{38.75460001896038,	-32.39936127348632},
{37.67253470079265,	-32.041840160736456},
{39.46001192570515,	-33.32811945073774},
{36.837796458632326,	-32.577739532089744},
{35.08048604408417,	-29.086103731708995},
{35.81857630230341,	-31.4576607575644},
{35.117758923937906,	-31.545118989847737},
{37.24107722525998,	-30.93087436351282},
{37.19505186361928,	-25.037008143760186},
{37.17677409077936,	-26.84670344903521},
{35.18005344743976,	-24.810329556189203},
{33.56875592664909,	-28.6535499690749},
{29.410411677067263,	-31.808215002576958},
{30.84933790616519,	-31.521607502187365},
{30.596535958179413,	-24.467881755032316},
{36.68317260779868,	-26.57375866500298},
{36.13486164792267,	-22.111307106733015},
{30.610682144145834,	-26.85852134482894},
{30.77361188458633,	-22.129703502093648},
{31.069538303976003,	-26.565798798103526},
{35.69848766262155,	-24.338409780750148},
{28.74413722080357,	-29.500785008070086},
{30.796381375704236,	-29.37520983756058},
{31.606692098828322,	-28.573499116703754},
{33.36798518412901,	-24.787609625125402},
{28.232659248623477,	-28.71235214234641},
{31.726849743942108,	-31.18978286651918},
{31.851137091509365,	-25.5437741816653},
{28.898220794320956,	-28.351925376791566},
{28.014945889952223,	-27.109125189487198},
{34.93589368531286,	-33.87359813851925},
{30.136273919028426,	-32.50185370213903},
{28.618911184888525,	-29.963032934693388},
{27.103678347514712,	-33.701410548172404},
{29.101163017656134,	-34.2580603770881},
{29.941299175111908,	-34.08771068214849},
{28.68365577872239,	-33.12245265735304},
{33.456191392456454,	-27.50894020093369},
{29.905082091018407,	-32.17915007874179},
{34.739182048590536,	-32.97906132183468},
{34.9763041305214,	-32.88441566973207},
{31.37297276620422,	-32.81336018269744},
{31.95562023193534,	-32.67938925480576},
{33.50982506174408,	-29.534263466661496},
{34.00001475788441,	-31.185265985223566},
{31.92174487540023,	-32.489824343958915},
{35.16765489445793,	-34.55195040297047},
{37.121946477297456,	-36.318199921817545},
{30.234631007178493,	-31.72707045043835},
{33.028565712538914,	-35.28466805412141},
{30.041339587222073,	-32.57998560681091},
{29.716495445494076,	-36.211346745353254},
{34.6698416019461,	-31.352635873175622},
{34.42311814602255,	-30.843038360630143},
{33.076616655725886,	-30.308575690517497},
{29.58725242928265,	-37.105608803500054},
{28.550047469459912,	-38.062555125277306},
{29.950754609822777,	-33.092081191476446},
{30.631382967457945,	-38.68069624154049},
{28.09597063564295,	-37.42141073919466},
{27.759329154639946,	-36.748716383691615},
{28.878571704188985,	-38.66367383058386},
{32.7391395004762,	-34.79898641261874},
{24.580551286813904,	-33.91667512667598},
{24.75353003276578,	-36.736741178530124},
{31.732662524793948,	-36.026271988662316},
{27.17047153001227,	-37.88897828830482},
{31.980763173038227,	-42.11704733368569},
{28.548543862311288,	-38.1839857555853},
{26.42670997069126,	-42.50124897549918},
{23.699363589742823,	-41.72474084635262},
{28.96531157419161,	-43.88414171964243},
{24.86083709246978,	-41.90828314161833},
{26.95891806334046,	-39.7623555752717},
{25.052195580189522,	-39.13784341014203},
{26.83306110939143,	-39.034887896036565},
{29.370192403130144,	-33.60728916255162},
{28.307542429376902,	-37.3016910699654},
{22.80765586361586,	-39.29473540706317},
{29.86838328183783,	-34.57590644339295},
{26.548624101932383,	-38.52443939407523},
{25.67509741054975,	-36.74904291574539},
{26.79996618128616,	-38.363199325610694},
{22.581434243688562,	-31.13678583710015},
{24.323203064554377,	-35.18551923804398},
{29.045646077673524,	-32.77875171475597},
{25.969542598638284,	-34.21443178266934},
{27.363956724825776,	-36.995548143365816},
{27.066249132627476,	-30.248363400108474},
{26.40612337551649,	-36.33913796508733},
{27.011626474719016,	-33.80886104282702},
{30.218251181780346,	-32.903834892958145},
{30.253678527674133,	-31.417251278105024},
{28.1434636248756,	-30.05107877131836},
{27.625749598602667,	-32.35110357616608},
{30.164674380959784,	-29.793588367379076},
{26.190932478433417,	-29.779209522800834},
{31.051351839891357,	-29.419173533753977},
{30.27637370425228,	-28.835968803423448},
{26.360211813752386,	-28.35683893342929},
{27.20289122923775,	-33.621077424488774},
{24.833939779058667,	-31.243861077750594},
{27.318808424339064,	-34.070004171384454},
{27.529110433065497,	-29.841790002326178},
{29.600457421871894,	-35.84170910450585},
{24.18740034961817,	-35.1681449676789},
{23.749318048312723,	-31.47493033609254},
{21.339595871638785,	-31.86134556259256},
{22.67459596593413,	-28.539641469149252},
{28.593142747785148,	-33.94604094186327},
{28.364546305075628,	-28.152719589271456},
{28.66425714189128,	-32.13839705152868},
{28.42730948207365,	-28.169740102554556},
{23.591500290216736,	-29.249356117877365},
{31.090222316060363,	-26.616704433264438},
{27.26597570485333,	-30.472740688953273},
{27.692661368910777,	-30.986403904210434},
{27.399026072966464,	-27.254363613479367},
{32.677152013570534,	-29.36873696900919},
{25.84540580743362,	-24.51506703632488},
{31.604234417926772,	-28.776524302805466},
{28.8972893965265,	-23.03399345849239},
{27.181546774679965,	-28.384011409915477},
{31.859211294355305,	-27.058543813588802},
{29.39844651621127,	-26.829136607025497},
{31.88306994898984,	-24.396489000666882},
{23.760146784500577,	-26.912306795461568},
{23.47088827026304,	-23.75993593075753},
{26.64873482975628,	-25.872096862624737},
{28.067442273769935,	-26.511415760049225},
{27.529396708498687,	-27.66613506836119},
{23.339316413797683,	-25.52868694420423},
{23.625889009458078,	-21.82721689612822},
{28.62827952640005,	-23.845938968283566},
{28.576746598472084,	-21.915650274839603},
{28.82995891784309,	-23.401559823017827},
{29.904167021846938,	-22.909661331072723},
{24.521623180310907,	-24.50930442363896},
{30.233744383257203,	-19.573350467324275},
{23.244549883741477,	-23.302053206725276},
{29.0355032189281,	-19.583922122416936},
{26.76781614721591,	-24.940430509766127},
{28.049086076415005,	-24.28238529186942},
{25.201891607403663,	-17.505739888024216},
{29.00708727830479,	-20.62706460270279},
{26.792858367962864,	-22.287913885691104},
{31.130025784290815,	-20.888111657545423},
{27.024847738734625,	-17.957162474780183},
{30.737482458695936,	-18.634656473853795},
{32.53371397177317,	-22.93466732137428},
{29.544496119617282,	-24.62990462723514},
{29.061699139086322,	-26.64063226395244},
{30.291799389783147,	-20.655122090911654},
{28.392116088342327,	-25.24499481404696},
{28.513688076784945,	-24.90835341985689},
{33.47837823593191,	-24.921701513511756},
{31.257110819885455,	-25.991381316177023},
{29.328728701441918,	-28.380734004489504},
{31.093099870509512,	-21.661140789258802},
{28.462333539751533,	-22.498899613032687},
{33.52426639418198,	-26.190118978362182},
{33.00719835096085,	-21.532072984943913},
{34.85340234260477,	-22.4810615969826},
{34.17915447955213,	-19.619853744742652},
{32.464048791467405,	-20.98719275881455},
{28.606012408710733,	-23.093585008011736},
{26.373923905623826,	-18.682761044188112},
{27.052880183660744,	-19.92193195416319},
{27.13839283339578,	-23.645249548688632},
{33.133931684372214,	-20.717766712768046},
{36.926434134306135,	-21.3840500491671},
{30.201116323184287,	-21.273411678537457},
{32.22403330210292,	-22.849668957320606},
{32.704374828668485,	-21.860310824752666},
{31.12947453436316,	-23.996391198615346},
{36.92093020648481,	-19.682430196919857},
{33.49924384371355,	-24.05656258113537},
{34.71856125394996,	-22.314024424291052},
{36.91577417819643,	-26.840700690411435},
{37.99510263618688,	-25.32515029663025},
{34.85477916568726,	-19.323912105274044},
{32.67724689699017,	-26.251743915950705},
{32.794922077359445,	-23.498978733223357},
{38.55423399162221,	-27.217494595064263},
{36.19247753839352,	-25.94683491367674},
{40.180495675697,	-24.75805268530899},
{33.25288378972443,	-20.560779445963732},
{34.31690565244668,	-19.65868868237193},
{38.94400162601504,	-19.173648509704737},
{36.937611784151976,	-24.227670285260754},
{34.96068640615477,	-25.91658830601214},
{35.93689864058774,	-27.63293329443707},
{38.97395667547128,	-23.44361095045032},
{38.508997787246095,	-21.85288407184425},
{37.42731915639488,	-24.068658885126275},
{36.445972030665374,	-18.14723392983426},
{35.19967587168273,	-17.92771786460195},
{36.031840370056074,	-23.227814266496683},
{40.761226133724,	-21.76532343015597},
{36.667956303913684,	-21.53909905463664},
{40.04617868100949,	-21.721624263998546},
{36.75925630534324,	-20.31657328007219},
{37.577250016587634,	-24.081398437897146},
{35.93295913229624,	-21.062032618477964},
{38.2909156467241,	-23.14125305568692},
{33.199413619226874,	-25.47516305177556},
{36.017190918746664,	-20.490402531181015},
{31.471493416354875,	-23.18711087329021},
{36.15536188633468,	-16.6118210288493},
{36.8054719047337,	-21.736642204196123},
{33.07163643444717,	-16.147927519422346},
{34.7918554927135,	-20.162437497649712},
{29.513325885253934,	-17.66490706250112},
{30.493323088104567,	-21.710556316184555},
{35.592825316346605,	-19.043449476448586},
{32.885492264217405,	-15.390725459897421},
{32.37825025015352,	-14.039865213327076},
{33.95052865298509,	-18.727168230112827},
{30.631777940046618,	-11.279257434980607},
{32.23300947938845,	-17.550678121723152},
{29.369040377212723,	-14.254947710582112},
{34.51025732283271,	-19.165975887303155},
{33.98725651325209,	-16.484995261266725},
{32.078674426990375,	-14.803654901926746},
{27.298428973502027,	-18.96583445500034},
{31.540173767897898,	-20.155088409325447},
{33.756790301415506,	-16.12634830164328},
{34.3163555932366,	-18.48139868980821},
{28.45030919416816,	-17.301728946762246},
{35.13966487019165,	-17.91846366677694},
{28.50283298907872,	-19.157640213405802},
{28.20964021241441,	-16.61865750444178},
{31.98212338401361,	-22.684628638959104},
{31.076422223874875,	-21.05957718639382},
{32.04956934880309,	-15.570738613252868},
{30.494111968469504,	-15.2466981143636},
{26.814216829993693,	-20.205593866091924},
{24.40361855697403,	-20.752268026637232},
{27.435658335114354,	-19.361004658009527},
{30.482126792113696,	-18.740745904296165},
{26.74748175714121,	-15.389164631186775},
{28.326901185464813,	-19.209630741916914},
{28.517913744633223,	-17.11147307001343},
{28.490722593169323,	-21.69432520499477},
{29.07185314133984,	-17.96020263331083},
{24.812206673556766,	-19.418500261160727},
{21.990748533394054,	-14.70095956444501},
{28.047898945483578,	-12.427024746964747},
{23.234409702841628,	-16.009410013277282},
{27.73320256609381,	-17.98538333659579},
{28.02109088217691,	-16.945118891188947},
{27.64334525451298,	-19.870210185900866},
{32.596804288818525,	-13.724421234129444},
{28.891851251933353,	-18.92743572987854},
{31.192220728268797,	-16.088771815414056},
{27.54878581882317,	-17.803711640255678},
{25.25025608213502,	-12.486219065441897},
{33.93466601776668,	-17.178214840027422},
{34.39330840667727,	-17.586755727055188},
{35.70775268114415,	-11.883297696295212},
{35.10299655178009,	-16.56901167812822},
{30.786025282086904,	-14.301039972621453},
{29.140743839152606,	-12.173613740546205},
{28.349450616580143,	-10.86091763035615},
{32.30602709345422,	-10.507127209187328},
{28.017903360336103,	-12.186683815519048},
{29.432132707914825,	-13.772070706701506},
{32.696123776306266,	-7.309603302552233},
{30.166170539495113,	-8.01679765549143},
{31.924476422407103,	-9.261044477250163},
{35.94215311804228,	-9.537582554090035},
{36.854780104886515,	-11.513921518780558},
{34.75127278345016,	-11.014351624049883},
{37.26962456340799,	-11.430330906516897},
{33.67081478232937,	-11.07501668781101},
{30.53644600843801,	-8.625826479725724},
{35.4517917902814,	-11.760708122572463},
{32.73310264313474,	-15.855039477349735},
{31.708572443738404,	-15.258070760504024},
{36.08741667371613,	-9.65047555829637},
{35.665620807893696,	-12.53105287053091},
{37.75001387315566,	-15.539125264061948},
{36.450479027738695,	-12.02541742049209},
{37.408734870045855,	-11.871993409749336},
{37.365757779557434,	-18.52601791191422},
{35.78720023008736,	-14.076812753530401},
{34.85250954052669,	-11.0248453006615},
{36.67580433666622,	-11.284342336413328},
{34.7966410313958,	-10.62965462406017},
{38.70137802742344,	-12.090232843702122},
{37.63216279816577,	-15.236099155240987},
{41.54019177210342,	-16.003791196925985},
{42.900765018238175,	-11.653759507735128},
{43.96943637412842,	-14.847443742820415},
{36.83763353301169,	-9.865987397233766},
{35.31964491637348,	-10.646311996518001},
{38.418754463128636,	-10.318639047780387},
{36.92503830338413,	-12.084509475773455},
{38.10350561885016,	-13.316200408390213},
{38.236183376957214,	-12.825535342625438},
{36.032538060102766,	-9.009821443290019},
{35.72008591656236,	-12.751900898349867},
{38.11274731331629,	-7.3071658921678555},
{39.69628144944274,	-14.777845216438745},
{32.93171956954612,	-15.99856303812519},
{36.07623174929484,	-11.806217296186622},
{38.35194703937978,	-8.594930070679387},
{33.84405310728059,	-10.18644825076787},
{33.0385374810456,	-9.178391087436484},
{34.845027943823105,	-6.864373215391803},
{34.1544127945682,	-4.646800330447851},
{31.664956699455704,	-10.88544407851289},
{33.91119936169945,	-5.8453055352335},
{29.65435760870217,	-8.514742871405751},
{34.10686675025623,	-6.12077262353919},
{36.089528723232185,	-4.951744030720554},
{37.07670668706837,	-3.7153311119271537},
{36.898754435902056,	-2.2545127897425674},
{35.829945226781646,	-1.6450714196083949},
{33.35609261677692,	-9.476343981441183},
{32.08852744021526,	-6.043471872505509},
{33.36614826159302,	-9.02524629490965},
{33.11825659524139,	-9.397453577555996},
{32.96569994436319,	-10.570816856369817},
{31.673639617426414,	-5.927608780872959},
{34.87232812346373,	-6.644412960304325},
{29.39788194967851,	-11.737921269073711},
{30.41420754163869,	-11.925914538010204},
{29.177796231822953,	-7.000499252941807},
{32.72964688237664,	-12.903693820550604},
{33.93956322569154,	-13.686173723384698},
{28.29741527823469,	-6.416395201161286},
{26.63409585035364,	-12.300002270494844},
{27.107573856007896,	-13.85210943980692},
{31.222003640313563,	-10.13382253939897},
{26.291276396877418,	-12.991485440659481},
{26.09590118145582,	-9.086164494646209},
{30.223656275275157,	-12.14082243573375},
{30.86331877439155,	-14.326845260725769},
{25.636546150577285,	-9.375982453956127},
{30.472037729860865,	-15.243075093187548},
{33.901888030662604,	-10.564711330867908},
{31.0417377935672,	-16.622185067809944},
{25.29205055082264,	-11.907978384411727},
{29.68858909375628,	-13.76819323365627},
{25.797587638901277,	-10.807964554361654},
{27.195284225600435,	-17.832277425686353},
{24.375701452118424,	-16.36181067917664},
{29.83242340087529,	-10.228447817811936},
{27.4267195785663,	-15.614824389996805},
{27.72716270801505,	-11.113423469807085},
{24.108801605617526,	-11.693454233605962},
{26.390788349601664,	-8.139613995036678},
{23.16927273367996,	-14.937891048272675},
{29.293723549734697,	-14.643177388018623},
{25.27160384974593,	-12.80956623487555},
{24.848959787559544,	-9.143603427811108},
{23.155501153844874,	-10.185254850718497},
{28.82269319903856,	-10.716320057093045},
{24.531515861138466,	-10.873884500778754},
{24.66509724096563,	-5.523713546334906},
{24.5145324379068,	-9.181837458455892},
{24.688367262767088,	-7.6064392117242265},
{27.623252816688368,	-6.073240865130251},
{31.225621584417137,	-10.97206944568028},
{26.903607717288047,	-8.94128661819629},
{29.32156479519591,	-8.72283655022316},
{30.13402975157383,	-7.124752614771922},
{28.87245843278097,	-9.24151495237325},
{31.34176060943774,	-8.39699946156028},
{30.029639692751456,	-4.2246613859829685},
{25.769335278579472,	-4.282451450311476},
{29.85627661168713,	-6.002522568260931},
{27.291373132723415,	-4.484542090582009},
{26.774969542073983,	-8.273900037950426},
{30.55654099931989,	-8.008535972080791},
{25.54133447642613,	-8.513962300448235},
{25.171971820225373,	-6.8825100298035995},
{29.931466269045863,	-8.463507510999356},
{23.22146503881212,	-10.25421468861682},
{26.2087039017399,	-4.708221091487549},
{23.312652108627624,	-7.271264809532109},
{27.08917874075222,	-6.57401107169676},
{27.69620457757318,	-8.132616260760873},
{26.37224110522548,	-6.246246797313847},
{28.291959573913825,	-1.0205339914960447},
{24.721265648321157,	-0.5984409389261414},
{28.59708739368682,	-2.875723506052158},
{28.019338325438543,	-3.671446223088555},
{28.043005717345963,	-1.9137219981657259},
{28.606252935194295,	-5.503919287467802},
{26.91277919926158,	-1.4811077246238762},
{25.80910530246643,	-2.8115378975257856},
{27.35833494984363,	-4.042454094364319},
{24.127201311930033,	1.837129394313342},
{26.14747678558961,	-0.47169451831419007},
{26.276579703466254,	1.6641727380181228},
{32.09856411143555,	2.301343793521017},
{25.394450215380097,	-0.30561501325630136},
{28.75020013967135,	-2.709971417147142},
{25.311007218676817,	-1.905424973581983},
{29.390354340308974,	-6.538046801941842},
{29.35515718629941,	-3.3183778088500926},
{30.08968932959496,	-4.470437403278803},
{32.73088538350324,	-2.304166023924914},
{27.496688713305016,	-5.795388952666239},
{26.41222801874883,	-0.1302728197228724},
{31.12304025286716,	-7.575288735146765},
{27.39900163036257,	-4.310756757297476},
{29.86207234221511,	-4.229874408166604},
{34.861176090163895,	-3.36654749382755},
{27.3872450638278,	-7.458915899594613},
{34.40613567267755,	-0.9613403358194619},
{35.82532345238851,	-0.13338965418907112},
{32.30215312973415,	-5.277623705392267},
{31.913238644236145,	-0.18487367925588227},
{29.529285161486754,	-1.3564882013924144},
{28.675185843257843,	-2.7464130032289624},
{31.59322980779669,	-4.886848114522021},
{33.511611261136814,	-4.716911789637048},
{35.52640641697854,	0.14542631829946995},
{30.41940702813482,	-3.8078013021352364},
{36.0422124532513,	-1.2102291335540816},
{36.87988442862954,	-0.5342567718863425},
{32.94367976217511,	-4.630536530314585},
{31.67693779112227,	-1.257009024433608},
{33.42556397459412,	-4.971825000046665},
{30.72521489336565,	-0.35418852538715573},
{35.328641969272894,	-6.685004950797127},
{32.120655451570926,	-4.131982301511828},
{34.238299595200004,	-4.101218368029699},
{38.483816227837096,	-1.7026236134571526},
{36.86290980730237,	-6.929402347824521},
{35.028116885394425,	-2.4932938723896534},
{35.10244928895474,	-4.683275576033612},
{33.179337501914205,	-3.7300609079912954},
{32.69075855327664,	-2.951921111442224},
{40.715957013225605,	-6.378536732010311},
{35.666960485627136,	-7.301933391247497},
{38.67773966749894,	-4.207326887732834},
{39.34154661072306,	-4.218532998201444},
{39.22144107336848,	-7.506090395748939},
{38.8524639417564,	-11.065328464255987},
{40.050648433812306,	-11.943376926779825},
{33.57578042887148,	-5.225193381902307},
{35.22868037653889,	-12.128583497048632},
{39.81413958205843,	-7.318687019574823},
{39.74830500519447,	-12.219948934617502},
{38.836075896001574,	-11.83438794270825},
{41.06274534301717,	-7.017178597071957},
{36.497076206688114,	-4.056367326486996},
{35.02772115744929,	-6.486461054205451},
{39.00941567407891,	-8.252907359447368},
{36.582609326389004,	-8.721005851326577},
{34.99577273355097,	-4.713595172447394},
{40.29554072298171,	-7.100915684603627},
{38.138380522463606,	-6.10974947030512},
{37.99803904903345,	-4.072852711500735},
{41.89191879117433,	-5.507479747784764},
{38.16444565305779,	-2.295348803300736},
{35.35214673381655,	-0.21959894870622332},
{40.32970839488742,	-7.845955066120327},
{34.449990195394015,	-7.8624243842318675},
{37.476059398030074,	-2.5708698994777315},
{37.02695418604047,	-0.7199532564940565},
{36.62463477273734,	-1.1225617217664619},
{40.202873432980425,	-7.084885119240098},
{35.65930568080903,	-3.9566467661260907},
{32.44238212485125,	-6.973876989770277},
{32.08476091960708,	-2.530743124010704},
{35.58252193884779,	-0.8477248955205354},
{33.57829407458375,	0.12731315500160356},
{31.694459220503727,	-0.5787062021498794},
{35.68113831271049,	0.336767743765348},
{34.44079721857999,	-3.60412890373319},
{34.66115471732718,	-5.948876985048647},
{38.4583670779679,	-1.1332154314070415},
{41.949253234347175,	-1.097312468719342},
{39.78281653350474,	-3.8233008259573804},
{34.71398358458973,	1.5456489922014223},
{35.9032497718903,	0.1364305830933672},
{35.01122600112935,	1.4435865198796805},
{40.80423617367701,	1.388949114237918},
{42.28716610886342,	2.6277524494601323},
{38.22030771098776,	1.5134082050761757},
{44.971239836461606,	-5.483201989092201},
{37.10860371293343,	-4.1595481624287185},
{42.98081499966325,	1.3103117792943797},
{41.73288533991108,	-0.9541116233689015},
{43.222172736160175,	-5.912072219780423},
{44.58682293439756,	0.7896202302239237},
{37.60055359282304,	-2.7603452510708903},
{43.281388260841084,	-1.7477719120929498},
{43.842457723553366,	-6.915278781036409},
{43.096685358754385,	-6.849074051511994},
{43.626212664903655,	-7.134270677692071},
{40.92417342803855,	-1.1591917000326344},
{42.43225920932365,	-5.5600810776611755},
{43.94271341188818,	-6.106098096657245},
{40.58495819244447,	-0.5392153795315933},
{43.244396001900895,	-3.383961635646192},
{46.00774880120906,	0.5775174289449003},
{42.266518004067976,	-3.952459407513298},
{43.31063759803396,	-0.10689800008613837},
{40.22697197396492,	0.7245798644918944},
{39.948270735338056,	1.6717643062809557},
{42.511944271916754,	1.0035257668051774},
{47.54006864074941,	-0.3920598053865225},
{43.37724338321361,	2.917130556056864},
{41.23582673761022,	-1.7362381665411473},
{48.29130616114496,	-5.148909398869199},
{49.79522687374689,	-1.498644167789144},
{45.3026572539893,	-4.113450194462265},
{49.18774177701298,	-2.4641558207929775},
{50.25366361396253,	-4.228941362136644},
{51.21274455062201,	-4.551138265199733},
{48.08314564867454,	3.950631430397654},
{46.03804329364838,	0.24588949491696255},
{50.0475044881609,	1.8750536261841093},
{50.29160778946583,	-4.509819706905831},
{52.96053488204052,	0.9654406983394805},
{46.57997608944017,	-0.0429921668327653},
{50.85630188886185,	-0.3809497266733741},
{48.069450026315224,	-3.736354315033979},
{50.59658386336917,	-6.145288761326551},
{49.49321290723151,	-1.8862842470946308},
{44.78745649056128,	-6.034291088531612},
{46.8242815830334,	0.2287736900516979},
{45.826720421883465,	-3.406748314941199},
{50.70798636184171,	-6.938809593873453},
{47.84672919003152,	-5.652621566564302},
{47.83822243578605,	-4.660900245348511},
{45.504407436899136,	-5.71592254691654},
{48.843866112280445,	-8.791922650318394},
{47.59600358447061,	-8.53757718327596},
{43.05543930677155,	-9.517932716183363},
{46.02237711153059,	-6.6028184059076676},
{47.4612329088685,	-5.92207977059949},
{50.89912835680652,	-5.577337092873157},
{48.1350772616525,	-10.667830486317364},
{47.29709827588769,	-9.342074616415134},
{49.71392929294214,	-8.914600381005515},
{50.7723303333643,	-8.480109545690853},
{47.429403962747365,	-7.283131118991637},
{49.487984564383076,	-6.670023729693257},
{47.53518718552305,	-5.807988331890645},
{53.20850069840783,	-11.123439878707005},
{48.43070081268313,	-7.981010967646766},
{45.853064275838484,	-7.949488676621094},
{46.00630282136601,	-5.669505624747007},
{49.02904717518442,	-7.809814768251378},
{43.98132224157206,	-5.031999683082444},
{44.55218272130447,	-8.247150742778949},
{48.23568631968274,	-10.035136901002392},
{50.1129925537595,	-7.408025689256789},
{47.62625538880562,	-11.850222355695788},
{47.16247360655855,	-7.68267126054482},
{41.384573774350294,	-11.858720077423433},
{46.8062283193286,	-10.164881311484312},
{41.323248836244716,	-10.617906028219107},
{42.38739923381887,	-11.659878058748376},
{41.7850647528061,	-7.8550480178646005},
{40.25717764396788,	-9.473544872945391},
{41.51821513964578,	-5.602248235830883},
{45.75156642029018,	-4.879465734853056},
{41.82876817128592,	-9.658846023872677},
{47.39950073908887,	-8.937701264845202},
{44.6994634571255,	-4.257694396758296},
{43.35285902034223,	-4.79490322345757},
{44.590141652352656,	-3.4621574035744436},
{43.99729292479888,	-8.260374966805205},
{40.0057447104071,	-6.157071234645278},
{38.756322913794634,	-2.9822366336616977},
{42.11247560596274,	-6.966599452936116},
{44.630123818335925,	-6.0373433254721895},
{39.90865614809143,	-5.489035950051393},
{42.49716744722832,	-10.822203579316216},
{43.434249808715414,	-6.272273314311241},
{43.68858545824473,	-7.423054528436111},
{39.07243546890435,	-11.30458223841536},
{38.317910908955916,	-8.319405027652156},
{43.474194395509954,	-6.154740858746831},
{37.59914691215056,	-11.917779370901014},
{42.94586557500537,	-14.815482176195236},
{43.83220058905576,	-14.462265585949595},
{44.528882100316885,	-10.76145510444566},
{43.944816657246484,	-13.856374744378313},
{38.66561349318655,	-13.451556904213595},
{45.906103475970596,	-10.376409503720053},
{42.024437740115005,	-13.949067792649782},
{39.64553271580416,	-8.84117779901744},
{39.61120041869172,	-8.44180401387407},
{46.16822674182741,	-13.313020601025796},
{47.30117556465395,	-14.342508100576786},
{42.91988977065201,	-9.288112468998726},
{42.166546567292485,	-13.235085918044915},
{48.80467721843393,	-12.967060529736143},
{47.09914090709977,	-10.05532123512516},
{42.87316592390156,	-16.16802181256373},
{46.054427422693706,	-11.712024826421212},
{42.75086472267285,	-13.116476412108403},
{44.746032184345914,	-16.92783011005941},
{39.615802475007705,	-16.03721599859375},
{44.29267562892403,	-15.940227473832053},
{43.689972037305765,	-14.362111451849676},
{43.701163344463836,	-18.44394253353036},
{42.34810197257373,	-15.846349862551387},
{43.42474216603933,	-17.799075084127697},
{39.25026642963026,	-12.48952975217521},
{41.333867394016266,	-15.20791634405602},
{39.82144864245507,	-18.68374982939489},
{37.63038519085938,	-16.517880585242928},
{37.974872465279155,	-17.616568087393777},
{38.40010918877451,	-13.18119557757658},
{39.90909659933176,	-15.916069097556084},
{38.248926983520995,	-14.749682130844977},
{33.37846134210204,	-13.840261312758198},
{32.95671719697903,	-13.248386058806961},
{33.144704741177044,	-14.785002341900174},
{35.63803570962592,	-14.157710032412798},
{36.76535067374393,	-19.099844623919598},
{35.79992217081186,	-20.881889727633144},
{34.41034999902796,	-20.766765533070917},
{36.684582507763494,	-20.732090349988276},
{36.33288073258825,	-20.121934808309266},
{33.03060927412601,	-15.765453562658696},
{36.452508667148315,	-14.508399027520163},
{36.31518359356195,	-19.65194762999555},
{42.44149344229032,	-17.83857046544061},
{36.012549725754305,	-21.26480233778547},
{40.08767611250448,	-16.797507239011683},
{42.667313491894,	-21.917351696448492},
{43.62528961801904,	-19.390098313885055},
{42.957180821463595,	-23.0801457006958},
{42.63914779379644,	-21.78819779384309},
{39.66593549022999,	-23.568971495915648},
{38.57775433616268,	-19.41484241745323},
{41.05771371629456,	-22.42937422629062},
{38.56270373935901,	-18.413398902451245},
{44.5211080967052,	-21.189286547839174},
{42.680950169843655,	-26.414528004203277},
{37.48896336564455,	-27.690690322413865},
{41.237525513575825,	-22.103973261473776},
{41.27955777688505,	-26.772131254648695},
